Restaurant_ID,Restaurant_Name,City,Cuisine,Popularity
158,Rest_158,Pune,Chinese,2.048164063541323
159,Rest_159,Bangalore,Indian,1.1452999710770173
160,Rest_160,Gurgaon,Italian,1.9181754815985494
161,Rest_161,Lucknow,Chinese,1.2576707507170135
162,Rest_162,Noida,Indian,1.6491365928025434
163,Rest_163,Lucknow,Italian,1.6518880617450906
164,Rest_164,Bangalore,Chinese,1.4676942397895216
165,Rest_165,Delhi,Italian,1.0484517785451106
166,Rest_166,Lucknow,Indian,2.4640895716054394
167,Rest_167,Noida,Indian,1.213374288699696
168,Rest_168,Bangalore,Italian,1.1087309281806632
169,Rest_169,Lucknow,Chinese,1.0210330204036004
170,Rest_170,Jaipur,Indian,1.5634410640113479
171,Rest_171,Delhi,Italian,1.7610775519557142
172,Rest_172,Noida,Italian,1.0083985453312168
173,Rest_173,Mumbai,Italian,1.4316323435951068
174,Rest_174,Delhi,Indian,1.1370214426112637
175,Rest_175,Kolkata,Indian,1.678771323481166
176,Rest_176,Noida,Indian,1.1005412577317055
177,Rest_177,Kolkata,Italian,1.798775694543766
178,Rest_178,Delhi,Italian,1.2769562934310368
179,Rest_179,Pune,Italian,3.9755850072075445
180,Rest_180,Mumbai,Italian,1.0767768779186753
181,Rest_181,Delhi,Italian,1.231910500774884
182,Rest_182,Gurgaon,Indian,1.0620724517913653
183,Rest_183,Mumbai,Indian,3.6440481710017463
184,Rest_184,Bangalore,Chinese,2.855271267785491
185,Rest_185,Jaipur,Chinese,1.1608629895526903
186,Rest_186,Lucknow,Indian,1.7149456163327401
187,Rest_187,Ahmedabad,Indian,2.3390433858527677
188,Rest_188,Chennai,Italian,1.4994017276942857
189,Rest_189,Lucknow,Italian,1.4581080002621405
190,Rest_190,Ahmedabad,Chinese,1.1484790740290087
191,Rest_191,Gurgaon,Chinese,1.0500765541620378
192,Rest_192,Gurgaon,Indian,3.1191533805076155
193,Rest_193,Delhi,Chinese,3.168908522163143
194,Rest_194,Lucknow,Italian,1.6509237169828477
195,Rest_195,Gurgaon,Indian,1.2300111752420095
196,Rest_196,Jaipur,Chinese,1.2395938775989432
197,Rest_197,Ahmedabad,Indian,1.910247309067143
198,Rest_198,Delhi,Indian,3.117553858337776
199,Rest_199,Kolkata,Chinese,2.975958835441625
200,Rest_200,Noida,Italian,2.131404380374087
201,Rest_201,Lucknow,Italian,1.6713895507718932
202,Rest_202,Kolkata,Chinese,1.044925784312441
203,Rest_203,Pune,Chinese,1.0921487733142055
204,Rest_204,Mumbai,Chinese,3.1396623116888613
205,Rest_205,Gurgaon,Indian,1.5940006266250688
206,Rest_206,Lucknow,Chinese,1.0046304905465586
207,Rest_207,Kolkata,Chinese,1.0549553573429524
208,Rest_208,Noida,Italian,1.7238862566521937
209,Rest_209,Kolkata,Italian,1.0025404399887647
210,Rest_210,Delhi,Italian,1.091614625573156
211,Rest_211,Bangalore,Indian,1.4886191169112055
212,Rest_212,Mumbai,Chinese,1.801568444106854
213,Rest_213,Delhi,Indian,1.6950644116225029
214,Rest_214,Chennai,Chinese,1.135388557382379
215,Rest_215,Hyderabad,Italian,1.863970042379199
216,Rest_216,Kolkata,Italian,1.145008292715659
217,Rest_217,Lucknow,Chinese,1.217521767249381
218,Rest_218,Pune,Italian,1.9861116366144196
219,Rest_219,Ahmedabad,Italian,1.6894227577905898
220,Rest_220,Kolkata,Indian,2.5753309206481627
221,Rest_221,Chennai,Indian,1.7089969920796364
222,Rest_222,Mumbai,Chinese,1.5219952716923375
223,Rest_223,Chennai,Indian,1.0504078640777688
224,Rest_224,Noida,Chinese,1.257603786527003
225,Rest_225,Jaipur,Chinese,1.1665842960271442
226,Rest_226,Jaipur,Italian,1.1501013878435427
227,Rest_227,Noida,Italian,6.0869960651798865
228,Rest_228,Gurgaon,Indian,1.283632242211744
229,Rest_229,Chennai,Italian,3.043559156087405
230,Rest_230,Delhi,Italian,1.6465253069553984
231,Rest_231,Bangalore,Italian,2.2076147330439255
232,Rest_232,Delhi,Chinese,1.417957792559924
233,Rest_233,Jaipur,Chinese,1.5373773594732638
234,Rest_234,Pune,Italian,1.4037492835266472
235,Rest_235,Gurgaon,Chinese,1.114724676664795
236,Rest_236,Gurgaon,Chinese,1.8981522282574985
237,Rest_237,Kolkata,Indian,1.1791439206217773
238,Rest_238,Chennai,Italian,1.0123842986598286
239,Rest_239,Kolkata,Italian,1.6794802879542174
240,Rest_240,Lucknow,Chinese,1.1023748256993173
241,Rest_241,Lucknow,Italian,4.0981742663193375
242,Rest_242,Pune,Indian,4.658908561310332
243,Rest_243,Ahmedabad,Indian,3.4272388682519797
244,Rest_244,Chennai,Chinese,1.2600402920236853
245,Rest_245,Kolkata,Italian,1.0078190681812886
246,Rest_246,Kolkata,Chinese,3.7350519545144936
247,Rest_247,Delhi,Indian,1.3224276001008706
248,Rest_248,Chennai,Indian,5.4762524528953795
249,Rest_249,Mumbai,Indian,5.24286307808879
250,Rest_250,Kolkata,Indian,2.6082865424221255
251,Rest_251,Mumbai,Italian,1.190517437549422
252,Rest_252,Noida,Chinese,1.275254754432191
253,Rest_253,Noida,Italian,2.59182776148832
254,Rest_254,Kolkata,Indian,1.2099428362394475
255,Rest_255,Bangalore,Chinese,1.0973073422050912
256,Rest_256,Gurgaon,Indian,1.5021065596974037
257,Rest_257,Kolkata,Indian,3.957635438377683
258,Rest_258,Kolkata,Chinese,1.8137795165959076
259,Rest_259,Kolkata,Italian,1.5250941840999288
260,Rest_260,Hyderabad,Indian,1.0524429687807406
261,Rest_261,Chennai,Indian,1.6116610540822636
262,Rest_262,Lucknow,Indian,10.027034286195619
263,Rest_263,Hyderabad,Italian,1.0783804079633854
264,Rest_264,Delhi,Indian,1.4408708136182802
265,Rest_265,Ahmedabad,Chinese,2.8556637956853606
266,Rest_266,Ahmedabad,Indian,1.9640666087058032
267,Rest_267,Mumbai,Chinese,1.8167282393463162
268,Rest_268,Lucknow,Chinese,1.8333479533851647
269,Rest_269,Ahmedabad,Indian,1.2495033734853773
270,Rest_270,Ahmedabad,Italian,1.1897950223177765
271,Rest_271,Jaipur,Chinese,2.290310169589491
272,Rest_272,Chennai,Indian,2.294842238013813
273,Rest_273,Hyderabad,Chinese,2.742788280742478
274,Rest_274,Chennai,Indian,3.39501432661673
275,Rest_275,Noida,Italian,1.4305323081478631
276,Rest_276,Bangalore,Indian,1.416362816475393
277,Rest_277,Bangalore,Italian,2.2265982361811925
278,Rest_278,Lucknow,Chinese,1.6902214188836338
279,Rest_279,Ahmedabad,Chinese,1.8317564664512749
280,Rest_280,Pune,Chinese,2.2129129786023323
281,Rest_281,Ahmedabad,Indian,3.0151866583803812
282,Rest_282,Delhi,Indian,1.229049619400113
283,Rest_283,Ahmedabad,Indian,1.2655013836487685
284,Rest_284,Noida,Italian,1.05058591160725
285,Rest_285,Lucknow,Italian,1.539883883571762
286,Rest_286,Hyderabad,Chinese,1.0184705611114495
287,Rest_287,Jaipur,Chinese,1.367936601359592
288,Rest_288,Delhi,Chinese,1.4786762958101782
289,Rest_289,Hyderabad,Italian,1.1839014878338832
290,Rest_290,Bangalore,Indian,1.563327035118458
291,Rest_291,Bangalore,Italian,1.0156080844136843
292,Rest_292,Hyderabad,Indian,1.019214007782961
293,Rest_293,Gurgaon,Italian,2.37423596021838
294,Rest_294,Gurgaon,Italian,1.2501862148560898
295,Rest_295,Noida,Chinese,1.0703059269530604
296,Rest_296,Mumbai,Indian,1.446760319223792
297,Rest_297,Kolkata,Italian,2.0851149178836534
298,Rest_298,Pune,Italian,1.1292559919997593
299,Rest_299,Jaipur,Chinese,1.628419331961003
300,Rest_300,Chennai,Italian,1.045615298460209
301,Rest_301,Lucknow,Indian,1.0268876698115874
302,Rest_302,Chennai,Chinese,1.4607565264415876
303,Rest_303,Gurgaon,Italian,1.475438481706564
304,Rest_304,Lucknow,Chinese,1.6607490310175839
305,Rest_305,Jaipur,Chinese,1.910720281032256
306,Rest_306,Kolkata,Indian,6.4351715806352106
307,Rest_307,Gurgaon,Chinese,1.4378451361944138
308,Rest_308,Hyderabad,Indian,1.215322965933564
309,Rest_309,Bangalore,Italian,2.20963421855801
310,Rest_310,Pune,Indian,1.1710792186074779
311,Rest_311,Pune,Italian,1.3350806681893386
312,Rest_312,Chennai,Indian,1.0416985314994287
313,Rest_313,Chennai,Indian,1.0129215760735941
314,Rest_314,Ahmedabad,Italian,5.174227029082519
315,Rest_315,Delhi,Indian,2.4691743439598945
316,Rest_316,Jaipur,Chinese,1.8136136858190808
317,Rest_317,Gurgaon,Chinese,1.3007354330399343
318,Rest_318,Mumbai,Italian,1.0998274106344048
319,Rest_319,Bangalore,Chinese,1.0887827953879383
320,Rest_320,Bangalore,Indian,1.1548875669036496
321,Rest_321,Kolkata,Chinese,1.4894327222722845
322,Rest_322,Ahmedabad,Indian,1.8718451280460422
323,Rest_323,Jaipur,Indian,1.7154838598491278
324,Rest_324,Noida,Italian,1.1784572062605623
325,Rest_325,Jaipur,Chinese,4.707004645148301
326,Rest_326,Gurgaon,Italian,1.9532774444157166
327,Rest_327,Chennai,Chinese,1.4979765652775239
328,Rest_328,Bangalore,Italian,1.6048258339464352
329,Rest_329,Pune,Indian,1.312611852448942
330,Rest_330,Hyderabad,Italian,1.1529578065642188
331,Rest_331,Delhi,Chinese,1.246085533728851
332,Rest_332,Ahmedabad,Chinese,2.032143045972172
333,Rest_333,Gurgaon,Indian,1.007275377752865
334,Rest_334,Ahmedabad,Italian,1.063632776118903
335,Rest_335,Chennai,Chinese,1.023826612424538
336,Rest_336,Mumbai,Chinese,1.0210083587326317
337,Rest_337,Kolkata,Chinese,2.630309491934447
338,Rest_338,Hyderabad,Italian,1.8369751999644874
339,Rest_339,Lucknow,Chinese,1.3790464708700856
340,Rest_340,Pune,Indian,1.0528265073478131
341,Rest_341,Mumbai,Italian,1.4025036808435032
342,Rest_342,Delhi,Indian,1.3781267728130255
343,Rest_343,Pune,Indian,1.09976591916519
344,Rest_344,Gurgaon,Italian,1.3290302828327611
345,Rest_345,Kolkata,Chinese,1.2893887995430233
346,Rest_346,Pune,Italian,1.6134281749466766
347,Rest_347,Hyderabad,Chinese,1.6554241633073683
348,Rest_348,Pune,Italian,1.0234519333632124
349,Rest_349,Bangalore,Indian,1.264519239766323
350,Rest_350,Mumbai,Indian,1.6348687033959972
351,Rest_351,Ahmedabad,Indian,1.4186698770174346
352,Rest_352,Ahmedabad,Italian,2.639724951222859
353,Rest_353,Lucknow,Italian,1.7117006047574401
354,Rest_354,Noida,Italian,1.0930002461318804
355,Rest_355,Kolkata,Italian,1.0372689174314604
356,Rest_356,Delhi,Indian,1.6722952325295137
357,Rest_357,Bangalore,Italian,1.0135251852039182
358,Rest_358,Kolkata,Indian,1.5537536125675133
359,Rest_359,Chennai,Chinese,4.090338492749197
360,Rest_360,Chennai,Indian,1.5347864069476165
361,Rest_361,Ahmedabad,Chinese,1.2784524795020682
362,Rest_362,Ahmedabad,Italian,1.6743308265613388
363,Rest_363,Delhi,Indian,1.3586315596262555
364,Rest_364,Delhi,Chinese,1.4835044794934935
365,Rest_365,Jaipur,Chinese,4.133248142795548
366,Rest_366,Mumbai,Indian,1.276298081299558
367,Rest_367,Pune,Chinese,5.076113606725978
368,Rest_368,Chennai,Chinese,3.250432589302984
369,Rest_369,Mumbai,Italian,1.1151045088948301
370,Rest_370,Delhi,Chinese,1.0365958026887458
371,Rest_371,Pune,Italian,1.0545484520180468
372,Rest_372,Bangalore,Chinese,1.0092373472863638
373,Rest_373,Bangalore,Chinese,1.0508533052821567
374,Rest_374,Chennai,Chinese,1.7761310589277153
375,Rest_375,Pune,Chinese,1.0376150032370226
376,Rest_376,Bangalore,Indian,1.2117657509185193
377,Rest_377,Bangalore,Indian,2.5389815093582913
378,Rest_378,Hyderabad,Chinese,1.011843082060673
379,Rest_379,Jaipur,Chinese,2.321620081799613
380,Rest_380,Noida,Italian,1.180032208471407
381,Rest_381,Jaipur,Italian,1.0648937829992111
382,Rest_382,Bangalore,Indian,1.8158936291736099
383,Rest_383,Lucknow,Indian,1.6416463138374275
384,Rest_384,Kolkata,Chinese,2.85681654019246
385,Rest_385,Mumbai,Chinese,1.942832168940354
386,Rest_386,Delhi,Chinese,2.2557847187511912
387,Rest_387,Hyderabad,Italian,1.180179955078006
388,Rest_388,Pune,Indian,1.102595171556229
389,Rest_389,Pune,Chinese,2.0024635509114996
390,Rest_390,Noida,Indian,2.2752833443661378
391,Rest_391,Kolkata,Chinese,10.262561270300123
392,Rest_392,Pune,Chinese,1.3047868277864223
393,Rest_393,Lucknow,Indian,1.261904333755834
394,Rest_394,Jaipur,Italian,2.114835965213482
395,Rest_395,Mumbai,Chinese,1.2316649050561337
396,Rest_396,Mumbai,Indian,3.8002580115346354
397,Rest_397,Kolkata,Italian,2.6575896850936975
398,Rest_398,Delhi,Indian,1.3233650919809679
399,Rest_399,Gurgaon,Italian,2.0034934027932363
400,Rest_400,Chennai,Indian,2.0184229595977023
401,Rest_401,Noida,Indian,1.0559266888148457
402,Rest_402,Chennai,Indian,3.2034323374667597
403,Rest_403,Delhi,Chinese,1.4217005775214733
404,Rest_404,Lucknow,Italian,2.400474146208849
405,Rest_405,Delhi,Italian,1.2127223556049305
406,Rest_406,Bangalore,Indian,3.0937849903188646
407,Rest_407,Bangalore,Indian,1.2795317964977155
408,Rest_408,Pune,Italian,1.0054632728497106
409,Rest_409,Delhi,Chinese,3.2509707644068557
410,Rest_410,Chennai,Chinese,1.0490267245176348
411,Rest_411,Delhi,Chinese,1.2120665758314775
412,Rest_412,Ahmedabad,Indian,4.474909784315658
413,Rest_413,Kolkata,Chinese,4.499538203437482
414,Rest_414,Noida,Chinese,1.5311187012738696
415,Rest_415,Lucknow,Indian,1.64808670143136
416,Rest_416,Ahmedabad,Italian,1.346498247587825
417,Rest_417,Chennai,Chinese,1.1894742340583035
418,Rest_418,Delhi,Indian,1.220478710301564
419,Rest_419,Hyderabad,Italian,1.7474573525005592
420,Rest_420,Hyderabad,Chinese,2.009566318461434
421,Rest_421,Noida,Chinese,2.1904296419167624
422,Rest_422,Jaipur,Indian,2.1801976022440654
423,Rest_423,Bangalore,Italian,1.0489802200914307
424,Rest_424,Chennai,Italian,1.4063881164454322
425,Rest_425,Delhi,Chinese,1.0300845159795715
426,Rest_426,Noida,Italian,1.489932262996335
427,Rest_427,Chennai,Italian,1.338136049120149
428,Rest_428,Delhi,Chinese,2.9841332378848544
429,Rest_429,Lucknow,Italian,1.241221294385934
430,Rest_430,Delhi,Italian,1.0642315493110095
431,Rest_431,Chennai,Italian,1.0802082290969224
432,Rest_432,Gurgaon,Italian,2.0476960304701706
433,Rest_433,Bangalore,Italian,1.6184240059094777
434,Rest_434,Mumbai,Italian,1.0547506160800575
435,Rest_435,Chennai,Indian,1.044906868961511
436,Rest_436,Jaipur,Chinese,1.8286979956144143
437,Rest_437,Kolkata,Indian,1.0384955141350687
438,Rest_438,Bangalore,Indian,2.36929614760188
439,Rest_439,Kolkata,Indian,1.8450380056802242
440,Rest_440,Lucknow,Italian,1.0433371513207919
441,Rest_441,Delhi,Italian,1.04532405088652
442,Rest_442,Pune,Indian,8.651470279678373
443,Rest_443,Kolkata,Italian,1.264173806325594
444,Rest_444,Kolkata,Chinese,1.26052415467842
445,Rest_445,Ahmedabad,Indian,2.3112481461982917
446,Rest_446,Pune,Indian,4.3539447314117705
447,Rest_447,Pune,Indian,8.451863670738275
448,Rest_448,Delhi,Indian,2.0136512472135086
449,Rest_449,Ahmedabad,Chinese,1.2661876048258056
450,Rest_450,Jaipur,Italian,1.0445613085538603
451,Rest_451,Noida,Italian,2.118315654335173
452,Rest_452,Kolkata,Indian,1.504830404454176
453,Rest_453,Kolkata,Indian,1.3178696912642638
454,Rest_454,Pune,Indian,3.267806085055973
455,Rest_455,Noida,Chinese,1.06071170643417
456,Rest_456,Bangalore,Indian,1.4038978614277147
457,Rest_457,Delhi,Indian,1.00572562380041
458,Rest_458,Jaipur,Indian,1.371873309178911
459,Rest_459,Delhi,Chinese,1.0293990810513716
460,Rest_460,Pune,Indian,1.0652883332504424
461,Rest_461,Bangalore,Indian,1.0645084209227138
462,Rest_462,Kolkata,Italian,1.688404825922255
463,Rest_463,Lucknow,Chinese,1.984364791804589
464,Rest_464,Jaipur,Chinese,1.549259211467178
465,Rest_465,Noida,Italian,5.141578351216659
466,Rest_466,Ahmedabad,Italian,1.2647801200892923
467,Rest_467,Ahmedabad,Chinese,1.1832141349416516
468,Rest_468,Noida,Chinese,2.7586771437437365
469,Rest_469,Kolkata,Chinese,1.1348960193917284
470,Rest_470,Ahmedabad,Indian,5.214457483991745
471,Rest_471,Jaipur,Italian,1.006133203722874
472,Rest_472,Bangalore,Chinese,5.761877989659205
473,Rest_473,Bangalore,Italian,1.0223046090789936
474,Rest_474,Delhi,Indian,3.0309030595749045
475,Rest_475,Lucknow,Chinese,1.455095632364716
476,Rest_476,Gurgaon,Italian,11.922344207001291
477,Rest_477,Chennai,Italian,1.0390747856100295
478,Rest_478,Delhi,Chinese,1.4971373207623624
479,Rest_479,Pune,Chinese,5.707537162830311
480,Rest_480,Jaipur,Italian,1.4480559990467003
481,Rest_481,Kolkata,Indian,1.6426555091006414
482,Rest_482,Chennai,Indian,1.8129414179954022
483,Rest_483,Bangalore,Italian,1.354000952334058
484,Rest_484,Delhi,Italian,1.6385915903633217
485,Rest_485,Lucknow,Indian,1.5510202355768499
486,Rest_486,Delhi,Indian,3.1807479856337335
487,Rest_487,Hyderabad,Indian,1.0235282538541863
488,Rest_488,Ahmedabad,Chinese,1.1793003783614744
489,Rest_489,Bangalore,Indian,4.4906524496813045
490,Rest_490,Delhi,Chinese,3.0187351351319904
491,Rest_491,Noida,Italian,1.3553878248487983
492,Rest_492,Bangalore,Indian,1.6224973143970327
493,Rest_493,Pune,Indian,1.1763738633290879
494,Rest_494,Ahmedabad,Chinese,1.1098247064299311
495,Rest_495,Jaipur,Indian,1.365511794516805
496,Rest_496,Jaipur,Indian,1.2435581760798162
497,Rest_497,Bangalore,Italian,1.5497937429362934
498,Rest_498,Jaipur,Chinese,1.0412908466621866
499,Rest_499,Noida,Indian,6.2493662665877
500,Rest_500,Noida,Chinese,8.515881123814442
501,Rest_501,Delhi,Italian,1.82017370884844
502,Rest_502,Hyderabad,Indian,1.4682030193732905
503,Rest_503,Mumbai,Indian,1.2034466530796808
504,Rest_504,Chennai,Indian,2.3174178815055266
505,Rest_505,Pune,Indian,1.7809818116604432
506,Rest_506,Hyderabad,Italian,1.0927930249157474
507,Rest_507,Noida,Chinese,3.3506372311434847
508,Rest_508,Mumbai,Chinese,2.3738123652593526
509,Rest_509,Gurgaon,Chinese,4.463214572226898
510,Rest_510,Mumbai,Chinese,1.909424718328764
511,Rest_511,Bangalore,Italian,1.6083390649173748
512,Rest_512,Jaipur,Indian,1.3110800370462035
513,Rest_513,Lucknow,Italian,3.8555326966396173
514,Rest_514,Lucknow,Italian,2.732443298357585
515,Rest_515,Kolkata,Italian,1.0234061935717909
516,Rest_516,Gurgaon,Italian,1.0134500574944585
517,Rest_517,Jaipur,Chinese,1.2663944927004769
518,Rest_518,Jaipur,Chinese,2.297505252666156
519,Rest_519,Gurgaon,Chinese,8.865237537168726
520,Rest_520,Mumbai,Italian,1.084918376323072
