Order_ID,Customer_ID,Restaurant_ID,Order_Date,Subtotal,Status
128,9512,365,08-04-2024,269.26,Delivered
129,1795,1757,23-12-2025,1117.72,Cancelled
130,2647,865,04-04-2026,248.92,Delivered
131,1120,356,24-11-2025,1055.39,Delivered
132,6721,31,10-09-2024,678.59,Delivered
133,5437,1129,26-03-2025,1019.75,Delivered
134,7817,1075,11-12-2025,405.95,Delivered
135,2353,1449,11-05-2026,1413.03,Delivered
136,2697,1776,21-09-2024,1169.5,Delivered
137,5697,177,24-11-2025,1278.92,Delivered
138,1012,1465,24-12-2025,1214.86,Delivered
139,8678,406,24-11-2024,1403.74,Cancelled
140,2020,1716,21-03-2025,1656.6,Cancelled
141,969,1640,03-02-2026,1623.59,Cancelled
142,3907,1096,03-03-2026,715.46,Delivered
143,662,1430,31-03-2025,1456.88,Delivered
144,9205,620,30-05-2025,1871.38,Delivered
145,4381,970,21-09-2024,1766.23,Delivered
146,9775,1645,06-05-2025,2776.88,Delivered
147,6001,940,04-06-2025,920.91,Delivered
148,981,718,09-05-2026,1203.36,Delivered
149,8120,1018,15-04-2025,451.52,Delivered
150,6575,1662,03-01-2024,1264.01,Delivered
151,2586,674,24-12-2024,653.56,Delivered
152,1632,382,22-02-2025,2226.86,Delivered
153,10,1435,24-03-2025,704.62,Delivered
154,7680,1656,15-04-2024,1235.2,Cancelled
155,4844,225,01-07-2024,1046.88,Delivered
156,8975,500,06-10-2025,801.96,Delivered
157,2220,306,04-06-2026,908.12,Cancelled
158,5698,700,15-11-2024,196.07,Delivered
159,3804,922,11-08-2025,584.08,Delivered
160,4469,1493,26-06-2026,1043.21,Delivered
161,6291,1318,06-04-2026,960.12,Delivered
162,7141,1245,27-09-2025,278.35,Delivered
163,5750,708,03-02-2024,1201.84,Cancelled
164,7722,1682,19-08-2024,460.77,Delivered
165,909,971,15-04-2026,1349.12,Delivered
166,70,1955,28-11-2024,438.28,Delivered
167,1867,1278,09-12-2025,997.24,Delivered
168,2731,270,27-05-2025,1017.68,Delivered
169,8509,1361,02-02-2024,676.14,Delivered
170,7268,650,27-05-2026,2110.8,Delivered
171,1806,1383,18-11-2024,965.8,Cancelled
172,5699,155,12-11-2025,756.84,Delivered
173,6120,384,06-02-2024,1582.67,Delivered
174,3129,1715,17-12-2024,1192.4,Delivered
175,9777,479,03-06-2024,1205.48,Cancelled
176,3066,1673,08-12-2024,1451.21,Delivered
177,5952,537,18-03-2024,1649.32,Delivered
178,2829,1301,10-04-2025,688.36,Delivered
179,5477,1399,26-06-2025,1043.1,Delivered
180,4405,1055,02-03-2025,849.64,Delivered
181,1261,596,23-11-2024,588.42,Delivered
182,4068,454,03-06-2024,682.24,Delivered
183,7368,70,10-02-2024,760.11,Delivered
184,7254,594,15-03-2024,2048.96,Delivered
185,4949,1324,21-07-2025,1408.85,Delivered
186,7988,1878,11-02-2026,1036.58,Delivered
187,8878,1734,05-04-2026,1126.78,Delivered
188,3156,1534,09-08-2024,510.07,Delivered
189,1841,1585,12-12-2025,1678.82,Delivered
190,8491,1339,07-01-2026,639.39,Delivered
191,1123,532,09-04-2024,825.38,Delivered
192,2247,1816,13-10-2025,539.3,Delivered
193,7341,1349,29-04-2026,1182.56,Delivered
194,5681,1131,02-08-2025,1601.05,Delivered
195,4383,245,28-09-2025,1742.71,Delivered
196,6370,916,05-01-2024,1356.84,Delivered
197,6053,943,03-03-2025,1897.03,Delivered
198,8045,1727,21-05-2026,1311.54,Delivered
199,4968,1105,28-08-2024,1564.15,Delivered
200,8657,769,29-01-2025,429.48,Delivered
201,2133,1955,26-02-2026,181.8,Cancelled
202,2421,244,04-10-2024,1825.15,Delivered
203,3565,852,16-11-2025,2013,Delivered
204,219,92,05-12-2025,649.56,Delivered
205,593,1470,14-06-2025,708.56,Delivered
206,4576,1838,10-05-2026,498.8,Delivered
207,5782,539,01-08-2025,1577.14,Delivered
208,6110,1716,25-01-2025,1549.58,Delivered
209,7137,569,05-12-2025,162.21,Delivered
210,3866,1825,25-03-2024,798.02,Delivered
211,4167,1507,05-05-2024,1405.22,Delivered
212,537,1617,13-06-2024,395.19,Delivered
213,7445,41,24-05-2025,420.44,Delivered
214,9242,1923,30-10-2024,1186.46,Delivered
215,9362,1465,20-10-2024,1178.14,Delivered
216,4548,595,07-04-2024,1026.93,Delivered
217,3905,1663,23-01-2026,1091.5,Delivered
218,819,541,28-06-2026,686.08,Delivered
219,2225,1738,08-02-2026,399.79,Delivered
220,1008,248,29-10-2024,301.54,Delivered
221,4046,1422,29-01-2026,405.6,Delivered
222,8950,1095,02-04-2025,1030.02,Delivered
223,3087,215,06-06-2026,912.1,Delivered
224,2125,504,17-05-2024,1526.56,Delivered
225,2974,30,11-04-2025,1565.72,Cancelled
226,1748,963,05-11-2025,1646.62,Delivered
227,7078,585,05-02-2024,799.58,Delivered
228,3774,1210,19-08-2025,1557.6,Delivered
229,260,578,15-02-2026,2138.08,Delivered
230,8241,582,21-03-2026,1709.44,Delivered
231,4005,1478,29-11-2025,883.01,Delivered
232,5198,108,13-11-2024,1377.66,Delivered
233,4749,1806,25-02-2025,1606.49,Delivered
234,6788,1705,03-02-2026,303.04,Delivered
235,5335,1346,25-09-2025,1268.3,Delivered
236,9180,1198,09-12-2024,1427.36,Delivered
237,4601,1781,16-04-2025,945.14,Delivered
238,2256,402,14-02-2025,2105.24,Delivered
239,9343,176,28-03-2024,1235.97,Delivered
240,2021,500,24-01-2024,520.7,Delivered
241,6682,1592,14-11-2025,263.25,Delivered
242,5273,74,15-05-2025,1255.36,Delivered
243,701,1179,01-08-2025,1452.09,Cancelled
244,4345,1990,08-10-2025,1190.52,Delivered
245,2859,1715,10-05-2025,1488.84,Delivered
246,2106,1062,26-09-2025,808.16,Delivered
247,5658,140,27-04-2024,1182.06,Delivered
248,3558,1665,04-06-2026,506.13,Delivered
249,7591,1210,17-01-2025,2521.58,Delivered
250,2132,249,01-02-2025,1146.14,Delivered
251,1141,207,10-01-2024,1082.33,Delivered
252,7706,1823,03-05-2025,257.12,Delivered
253,489,1349,18-03-2026,916.64,Delivered
254,6440,1663,27-06-2026,1203.72,Delivered
255,1477,1755,15-04-2025,353.81,Delivered
256,3773,1156,12-01-2025,469.51,Delivered
257,5706,1055,14-02-2026,701.32,Delivered
258,5938,870,29-11-2024,1219.44,Delivered
259,9179,628,16-02-2026,440.77,Delivered
260,2882,883,19-06-2025,1589.64,Delivered
261,6803,1551,06-02-2026,1564.99,Delivered
262,9954,1210,28-07-2024,1208.07,Delivered
263,4885,1782,18-09-2024,334.65,Delivered
264,1043,906,06-10-2025,1138.63,Delivered
265,6454,1221,24-07-2024,850.45,Delivered
266,1266,1273,02-02-2025,1287.98,Delivered
267,909,1197,11-06-2026,581.53,Delivered
268,5963,1420,22-02-2026,606.08,Delivered
269,4037,499,10-09-2025,745.06,Delivered
270,9760,1054,20-11-2024,1312.37,Delivered
271,4886,231,13-06-2025,1587.89,Delivered
272,9853,779,08-04-2024,1297.6,Cancelled
273,2086,1008,10-08-2025,473.61,Delivered
274,2109,1322,04-02-2025,1211.11,Delivered
275,4092,1903,20-03-2025,1613.36,Delivered
276,2219,1210,29-01-2026,2249.3,Delivered
277,1393,1478,29-04-2025,875.3,Delivered
278,6040,1042,05-01-2025,230.46,Delivered
279,424,1278,09-06-2026,690.53,Delivered
280,8962,155,07-03-2026,1050.93,Delivered
281,7190,524,23-06-2025,1424.35,Delivered
282,2567,726,24-02-2025,1198.04,Delivered
283,5898,972,24-11-2024,484.9,Delivered
284,4021,102,15-04-2024,189.01,Delivered
285,5791,304,13-01-2026,1641.94,Delivered
286,5745,533,07-02-2026,881.54,Delivered
287,197,1945,23-11-2024,1505.95,Delivered
288,4260,662,16-09-2024,492.71,Delivered
289,8980,997,13-03-2025,1139.96,Delivered
290,5415,423,05-09-2024,713.24,Delivered
291,7253,1228,10-10-2024,1202.57,Delivered
292,2424,541,08-06-2024,851.96,Delivered
293,2971,446,11-08-2024,1159.23,Delivered
294,5132,1055,21-02-2024,1100.03,Cancelled
295,64,12,15-09-2024,1043.72,Delivered
296,9236,16,13-03-2025,191.95,Delivered
297,9626,470,13-05-2025,730.74,Delivered
298,5196,79,17-08-2025,153.35,Delivered
299,4884,241,11-05-2025,1157.74,Delivered
300,8637,679,24-12-2024,1113.44,Delivered
301,4010,1614,25-04-2024,1599.64,Delivered
302,7130,1157,05-09-2024,1894.7,Delivered
303,4550,1055,30-08-2024,358.56,Delivered
304,4492,572,11-06-2025,835.53,Delivered
305,1334,1865,15-07-2025,1590.15,Delivered
306,3071,806,13-04-2026,963.31,Delivered
307,5746,193,27-01-2026,201.73,Delivered
308,9020,1239,08-01-2025,876.04,Delivered
309,4543,248,06-11-2024,694.66,Delivered
310,7690,692,15-04-2024,419.88,Delivered
311,907,1045,04-03-2026,809.14,Delivered
312,3191,1742,16-06-2026,1393.54,Delivered
313,2563,1016,30-05-2025,431.78,Delivered
314,2,1419,21-06-2025,949.5,Delivered
315,8262,1983,29-10-2025,2137.52,Delivered
316,9634,280,25-04-2025,1048.1,Delivered
317,6749,533,28-01-2024,1591.8,Delivered
318,906,800,03-12-2025,1595.87,Delivered
319,2574,849,16-09-2025,1544.01,Delivered
320,2982,834,07-12-2025,592.86,Delivered
321,8468,1817,11-06-2024,1119.84,Delivered
322,4986,1441,17-11-2025,241.1,Delivered
323,1984,1222,10-03-2024,1418.76,Delivered
324,5173,610,20-07-2025,781.94,Delivered
325,8291,1650,18-11-2025,1869.18,Delivered
326,9022,1913,05-04-2026,397.91,Delivered
327,5550,1644,25-09-2025,891.73,Cancelled
328,7430,3,28-01-2026,1118.85,Delivered
329,6697,1282,12-09-2025,724.08,Delivered
330,5204,115,01-02-2025,1151.34,Delivered
331,8532,531,07-12-2024,316.45,Delivered
332,9397,134,23-06-2024,324.5,Delivered
333,42,1213,10-06-2026,692.8,Delivered
334,8671,1383,15-01-2025,1701.36,Delivered
335,6965,249,08-03-2026,869.31,Delivered
336,6973,777,10-12-2024,1265.4,Delivered
337,5733,933,31-07-2025,1301.1,Delivered
338,50,744,22-11-2024,1467.69,Delivered
339,2931,262,02-12-2024,1210.56,Delivered
340,2479,848,04-08-2024,1600.06,Delivered
341,2441,1500,17-02-2024,1723.39,Delivered
342,972,155,19-03-2026,992.7,Delivered
343,6210,179,15-01-2024,1214.19,Delivered
344,6266,713,23-03-2025,465.96,Cancelled
345,4514,1886,27-03-2025,1634.49,Delivered
346,4930,1349,04-02-2024,1712.05,Delivered
347,9351,1367,29-09-2025,1306.11,Delivered
348,5707,726,26-01-2026,691.31,Delivered
349,3565,1198,17-02-2025,576.42,Delivered
350,5329,24,28-02-2026,779.42,Delivered
351,1059,1281,12-03-2026,1115.28,Delivered
352,6668,1829,15-02-2025,1210.55,Delivered
353,3469,1229,28-08-2025,1199.1,Delivered
354,1712,1741,04-11-2024,783.92,Delivered
355,7169,1459,22-02-2024,1044.82,Delivered
356,8210,262,28-04-2024,842.86,Delivered
357,292,1806,23-08-2024,1478.96,Delivered
358,5978,146,25-02-2024,780.32,Delivered
359,6699,1085,29-01-2025,936.74,Delivered
360,2537,306,05-06-2026,580.73,Delivered
361,9724,28,27-05-2025,512.44,Delivered
362,9569,850,29-12-2024,1369.8,Delivered
363,9100,575,02-03-2024,1798.41,Delivered
364,1468,1005,15-02-2026,1608.72,Cancelled
365,4551,1168,25-06-2024,887.11,Delivered
366,6839,96,06-12-2024,908.12,Delivered
367,1717,262,13-01-2025,781.72,Delivered
368,5653,1126,29-11-2025,1328.15,Delivered
369,6048,686,20-09-2024,152.26,Delivered
370,7585,1465,25-07-2025,259.68,Delivered
371,2213,1323,22-01-2024,1096.02,Delivered
372,2700,1690,15-11-2024,740.58,Delivered
373,40,1395,22-12-2025,1231.47,Delivered
374,4428,870,04-01-2024,266.13,Delivered
375,3134,1355,16-10-2024,918.14,Delivered
376,1415,533,24-07-2025,978.64,Delivered
377,1447,600,31-07-2024,1006.53,Delivered
378,9432,1585,14-11-2025,566.19,Delivered
379,7885,914,13-12-2024,708.56,Delivered
380,8247,1603,15-10-2025,873.76,Delivered
381,8612,1647,25-06-2024,1179.52,Delivered
382,3368,1716,10-11-2024,278.9,Delivered
383,3472,1834,15-05-2025,1805.12,Delivered
384,7395,872,10-09-2024,704.62,Delivered
385,7327,632,08-01-2026,935.72,Delivered
386,8335,1178,30-05-2026,669.3,Delivered
387,8806,749,02-04-2025,1270.9,Delivered
388,4744,1210,01-10-2024,834.07,Delivered
389,8109,1425,09-06-2024,1734.73,Delivered
390,5413,1386,23-08-2024,697.56,Delivered
391,3429,756,20-02-2026,222.13,Delivered
392,2023,365,31-12-2025,1343.96,Delivered
393,5596,871,06-09-2024,782.03,Delivered
394,1669,307,31-10-2025,553.63,Delivered
395,6600,1776,13-10-2024,596.5,Delivered
396,1954,694,11-06-2026,1038.06,Delivered
397,3949,335,30-07-2025,1137.16,Delivered
398,1419,55,30-05-2026,848.52,Delivered
399,202,1307,27-05-2025,515.16,Delivered
400,4747,1283,10-02-2025,196.07,Delivered
401,2861,681,09-04-2026,955.1,Delivered
402,9915,156,14-05-2024,253.46,Delivered
403,9016,829,14-12-2025,914.48,Delivered
404,1627,615,22-03-2026,396.06,Delivered
405,2055,1363,07-03-2024,457.64,Cancelled
406,5294,1218,06-06-2026,1021.49,Delivered
407,8577,733,06-03-2024,856.64,Delivered
408,3014,467,07-06-2026,1007.86,Cancelled
409,8740,1973,07-08-2024,1203.44,Delivered
410,2687,931,26-04-2024,1295.74,Delivered
411,3211,1386,25-02-2024,1740.98,Delivered
412,3196,305,25-09-2025,273.46,Cancelled
413,853,1004,15-12-2024,1038.84,Delivered
414,2905,60,29-10-2025,666.8,Delivered
415,7355,1040,30-09-2025,1527.39,Delivered
416,1921,1926,30-06-2026,769.84,Delivered
417,9420,778,09-04-2025,1678.56,Delivered
418,9711,85,17-11-2025,1517.84,Delivered
419,8289,69,03-07-2025,1152.56,Delivered
420,854,787,28-02-2024,368.78,Delivered
421,3551,350,13-02-2025,1074.93,Delivered
422,5989,52,25-10-2025,338.82,Delivered
423,8842,1512,19-05-2025,890.26,Delivered
424,514,938,23-09-2025,1142.92,Delivered
425,1275,560,23-03-2026,699.34,Delivered
426,8198,1801,03-01-2024,693.02,Delivered
427,6141,252,20-11-2025,965.75,Delivered
428,1367,1913,15-11-2024,905.06,Delivered
429,3421,620,30-11-2024,537.74,Delivered
430,2854,1774,08-04-2026,875.93,Delivered
431,2138,1210,17-02-2026,652.57,Delivered
432,4798,1657,23-02-2024,986.24,Delivered
433,7355,1962,03-05-2024,1718.68,Cancelled
434,1805,558,10-09-2025,1025.76,Cancelled
435,5452,1918,26-02-2025,813.68,Delivered
436,6836,790,19-08-2024,1149.12,Delivered
437,3910,781,05-01-2025,296.45,Delivered
438,461,681,02-06-2024,1214.37,Delivered
439,6938,1098,23-01-2024,249.86,Delivered
440,6002,334,23-06-2026,705.13,Delivered
441,9503,1118,14-02-2024,775.58,Delivered
442,2106,1099,31-12-2025,1837.14,Delivered
443,2000,1522,19-11-2024,1081.31,Delivered
444,5198,1668,05-06-2026,344.96,Delivered
445,4311,898,28-04-2024,905.72,Delivered
446,5003,588,02-03-2025,645.9,Delivered
447,7700,532,11-05-2026,979.3,Delivered
448,5263,420,13-11-2024,1068.58,Delivered
449,81,128,15-07-2024,493.19,Delivered
450,6608,685,23-06-2026,470.2,Delivered
451,3380,532,27-10-2025,199.38,Delivered
452,7405,1933,06-08-2024,751.35,Cancelled
453,4005,1124,21-11-2024,1611.16,Delivered
454,503,698,06-03-2024,1970.27,Delivered
455,7172,1173,20-07-2025,621.76,Delivered
456,6901,301,09-06-2026,1224.23,Delivered
457,1143,907,06-05-2026,919.38,Delivered
458,4779,1259,05-11-2025,1924.08,Delivered
459,8654,1011,29-05-2024,496.65,Delivered
460,4815,811,09-05-2024,1077.35,Delivered
461,9792,1986,08-04-2026,892.05,Delivered
462,6924,1756,04-02-2025,1264.65,Delivered
463,4213,1251,28-11-2024,271.24,Delivered
464,7097,1151,09-02-2026,1134.18,Cancelled
465,5302,1245,23-10-2025,535.19,Delivered
466,1708,437,17-08-2024,1508.26,Delivered
467,195,801,23-05-2025,858.71,Delivered
468,5264,87,08-04-2025,1597.32,Delivered
469,5288,981,11-10-2025,807.68,Delivered
470,3940,1102,31-08-2024,934.62,Delivered
471,9880,479,04-05-2025,660.26,Delivered
472,5903,1926,08-06-2024,811.61,Delivered
473,5240,1823,19-02-2024,355.96,Delivered
474,1894,1456,14-06-2025,986.84,Delivered
475,293,1085,25-01-2026,1086.89,Cancelled
476,5737,1731,09-05-2025,1256.44,Delivered
477,8280,278,20-02-2024,705.24,Delivered
478,6980,1588,12-10-2025,915.42,Delivered
479,578,266,11-04-2026,908.55,Delivered
480,8729,1592,23-01-2026,736.33,Delivered
481,1930,533,16-04-2025,864.72,Delivered
482,1333,1749,08-07-2024,608.25,Delivered
483,3510,1890,15-06-2025,1422.88,Delivered
484,7545,322,17-12-2025,448.92,Delivered
485,4576,948,21-03-2026,717.86,Delivered
486,3303,1956,19-11-2024,1989.36,Delivered
487,1659,999,23-11-2025,754.73,Delivered
488,7198,1725,31-08-2025,741.9,Delivered
489,6056,1190,27-10-2025,2056.55,Delivered
490,5396,757,03-08-2025,665.94,Delivered
491,36,552,03-06-2026,1940.95,Delivered
492,2985,442,15-05-2025,306.94,Delivered
493,3646,1522,17-06-2025,815.33,Delivered
494,5254,784,16-04-2024,152.26,Delivered
495,3400,1053,21-02-2024,965.8,Delivered
496,6111,1014,22-02-2026,1898.75,Delivered
497,4725,1168,29-12-2025,530.23,Delivered
498,2788,1728,04-02-2024,1686.05,Delivered
499,9430,1955,07-11-2024,391.91,Delivered
500,196,825,23-06-2025,799.84,Delivered
501,2777,1660,06-05-2024,196.07,Delivered
502,9075,1530,09-07-2024,268.29,Delivered
503,9766,1159,02-08-2024,1236.43,Delivered
504,7359,1913,12-05-2026,1637.84,Delivered
505,4560,435,27-10-2025,304.65,Delivered
506,3423,242,01-04-2025,706.56,Delivered
507,6483,1710,22-06-2024,478.18,Cancelled
508,8000,894,22-06-2026,958.1,Delivered
509,5834,1694,25-11-2024,984.71,Delivered
510,1657,1782,14-11-2025,156.88,Delivered
511,2936,140,01-08-2025,1393.05,Delivered
512,8765,1762,14-10-2024,869.8,Delivered
513,5802,918,12-08-2024,1297.62,Delivered
514,3848,1051,09-08-2024,1718.08,Delivered
515,8085,1260,03-03-2024,1035.22,Delivered
516,1132,1855,05-01-2026,915.12,Delivered
517,3609,44,27-01-2024,1513.35,Delivered
518,936,985,23-08-2024,856.27,Cancelled
519,3522,1384,12-05-2025,1711.19,Delivered
520,239,1456,20-10-2024,560.76,Delivered
521,1582,1395,04-02-2025,533.78,Delivered
522,4892,288,10-05-2024,1035.18,Delivered
523,5902,582,19-06-2026,987.52,Delivered
524,9430,720,07-11-2025,1537.17,Delivered
525,1961,1617,12-05-2024,255.36,Delivered
526,561,536,28-09-2025,621.99,Delivered
527,5257,451,12-01-2024,2259.28,Delivered
528,7319,1913,31-01-2026,1117.54,Delivered
529,551,20,18-11-2024,548.95,Delivered
530,6061,1996,08-12-2025,1844.88,Cancelled
531,6449,1362,23-10-2025,915.53,Cancelled
532,394,1662,14-03-2024,843.56,Delivered
533,1286,574,06-11-2024,219.94,Delivered
534,7844,34,20-01-2024,1979.26,Delivered
535,8506,1467,20-09-2024,378.32,Cancelled
536,4814,1668,08-02-2024,905.72,Delivered
537,5879,1472,14-09-2024,2127.16,Delivered
538,5920,307,20-02-2025,276.37,Delivered
539,6494,1506,11-03-2025,623.22,Delivered
540,1363,1542,16-07-2024,1219.57,Delivered
541,8310,1334,24-04-2024,239.62,Delivered
542,6293,1534,27-12-2024,712.72,Delivered
543,1926,1691,11-01-2025,1257.81,Delivered
544,7196,1231,07-06-2026,693.24,Delivered
545,7092,196,01-12-2025,1407.1,Delivered
546,1664,1008,02-10-2025,115.23,Delivered
547,2561,171,18-12-2025,836.86,Delivered
548,949,825,15-06-2024,1066.48,Delivered
549,4793,824,11-10-2024,1406.58,Delivered
550,8276,145,13-09-2025,604.54,Delivered
551,8885,703,21-08-2024,290.27,Delivered
552,3967,245,03-06-2026,893.32,Delivered
553,9760,1621,16-04-2026,1141.17,Delivered
554,4361,1896,04-05-2026,1144.42,Delivered
555,5072,158,28-01-2025,509.9,Delivered
556,9504,1913,07-06-2024,1544.62,Delivered
557,7809,1062,08-02-2026,880.38,Delivered
558,7821,582,04-03-2025,1062.78,Delivered
559,742,170,25-11-2024,334.65,Delivered
560,9223,1027,12-04-2024,952.1,Delivered
561,7131,1592,06-04-2026,1268.4,Delivered
562,1338,1426,25-08-2025,489.23,Delivered
563,2682,113,24-01-2025,1118.39,Delivered
564,7131,159,04-06-2026,1296.57,Delivered
565,1914,814,27-01-2024,1399.44,Delivered
566,4965,575,26-05-2026,1351.92,Delivered
567,1819,489,05-10-2024,628.06,Delivered
568,7669,541,26-02-2024,603.42,Delivered
569,300,1617,14-12-2025,951.82,Delivered
570,4196,1860,24-09-2025,711.2,Delivered
571,6381,818,07-10-2025,900.08,Delivered
572,4377,1816,03-02-2026,2361.88,Delivered
573,6718,640,03-08-2024,692.02,Delivered
574,3011,983,04-01-2024,1387.76,Delivered
575,7362,476,13-06-2024,1106.15,Delivered
576,9369,1295,30-11-2024,1032.19,Delivered
577,6986,1955,16-04-2026,1069.25,Delivered
578,8853,1212,01-02-2024,1349.63,Delivered
579,9832,718,23-04-2026,479.69,Delivered
580,9883,1311,30-04-2026,618.74,Delivered
581,8123,262,10-06-2026,1037.14,Delivered
582,6883,1774,21-10-2024,1095.42,Delivered
